Postcode,Description,Latitude,Longitude
S35 9WE,S35 9WE,53.443381,-1.4689517
WV4 4TN,WV4 4TN,52.556314,-2.1778077
IP3 9FH,IP3 9FH,52.034227,1.2098755
SL8 5AS,SL8 5AS,51.577636,-0.70952075
B98 9AN,B98 9AN,52.323784,-1.8934353
NN1 1PA,NN1 1PA,52.235345,-0.89742189
PO3 5EN,PO3 5EN,50.822613,-1.0648598
CV8 2TN,CV8 2TN,52.354417,-1.555491
ME7 4PS,ME7 4PS,51.386619,0.55640744
M18 7LJ,M18 7LJ,53.4601,-2.1610686
SW15 2BF,SW15 2BF,,
M24 2LX,M24 2LX,53.554351,-2.1865441
OL10 3DW,OL10 3DW,53.588263,-2.2331764
M33 7TY,M33 7TY,53.421003,-2.3299458
CO2 9QE,CO2 9QE,51.866925,0.88885974
IP32 6BB,IP32 6BB,52.256656,0.70986382
DA5 2JQ,DA5 2JQ,51.429921,0.17229354
SW15 2BF,SW15 2BF,,
SW11 5EQ,SW11 5EQ,51.464537,-0.15596911
SE4 2BS,SE4 2BS,51.456837,-0.037785348
W12 9AU,W12 9AU,51.502275,-0.24238104
IP2 0RR,IP2 0RR,52.045454,1.1143673
EN2 6TJ,EN2 6TJ,51.6509,-0.085388762
GU27 2HW,GU27 2HW,51.087958,-0.70891536
OX20 1JL,OX20 1JL,51.848102,-1.350357
B78 1JX,B78 1JX,52.612045,-1.6174263
RG45 6LS,RG45 6LS,51.366104,-0.8173932
EN2 0PU,EN2 0PU,51.66087,-0.085807127
SE18 2BA,SE18 2BA,51.477655,0.1033031
SY1 2PJ,SY1 2PJ,52.717829,-2.7518166
NW8 7NJ,NW8 7NJ,51.533165,-0.17067206
LS18 4QB,LS18 4QB,53.83229,-1.6420485
WA15 6BQ,WA15 6BQ,53.404572,-2.3331277
DA12 4DJ,DA12 4DJ,51.429215,0.39276067
NN14 6LA,NN14 6LA,52.420715,-0.78563346
BD15 8AJ,BD15 8AJ,53.806458,-1.8365742
LE4 1DU,LE4 1DU,52.674467,-1.1664489
SE9 5HZ,SE9 5HZ,51.44586,0.034303745
CF24 0DE,CF24 0DE,51.483818,-3.1659508
HP14 4DY,HP14 4DY,51.674169,-0.86891379
SN4 0HT,SN4 0HT,51.511461,-1.7260216
WC1N 3AX,WC1N 3AX,51.520592,-0.12219598
RM3 8YD,RM3 8YD,51.602282,0.21256953
HA7 1LS,HA7 1LS,51.595896,-0.29927881
BN41 2LS,BN41 2LS,50.840434,-0.22383177
SE15 3PP,SE15 3PP,51.466454,-0.06180526
DA16 1QB,DA16 1QB,51.462485,0.11523122
MK10 9PX,MK10 9PX,52.034716,-0.71319735
BR3 5HR,BR3 5HR,51.40863,-0.011335698
B66 3PU,B66 3PU,52.48882,-1.9619163
CV3 1FL,CV3 1FL,52.397569,-1.4700222
SE2 9RX,SE2 9RX,51.492574,0.12520987
NN3 8QQ,NN3 8QQ,52.267456,-0.81620271
IP14 1RE,IP14 1RE,52.196166,0.97670208
KT20 7RZ,KT20 7RZ,51.282689,-0.24680399
SO15 2EZ,SO15 2EZ,50.914047,-1.4046653
PE38 0PA,PE38 0PA,52.524692,0.38580897
LE4 6EW,LE4 6EW,52.647128,-1.1154287
TA5 1BJ,TA5 1BJ,51.129919,-3.0956473
NE28 0BQ,NE28 0BQ,54.993808,-1.4950307
IP4 5NQ,IP4 5NQ,52.059204,1.1833463
LS2 7JQ,LS2 7JQ,53.802499,-1.5335728
M9 0QN,M9 0QN,53.535703,-2.2169997
LE11 2GD,LE11 2GD,52.749769,-1.2034289
DA17 5FD,DA17 5FD,51.491631,0.14243851
BN1 5BD,BN1 5BD,50.844931,-0.15891502
TQ9 5JA,TQ9 5JA,50.434945,-3.6837733
SK11 0NB,SK11 0NB,53.24242,-2.0843825
HG1 1EP,HG1 1EP,53.988693,-1.5360408
M21 0XR,M21 0XR,53.442464,-2.2624258
B91 3TD,B91 3TD,52.395666,-1.775474
HG1 4AS,HG1 4AS,54.001499,-1.5241362
BN27 4HY,BN27 4HY,50.885108,0.28274471
OL16 3BA,OL16 3BA,53.614617,-2.1244568
PE6 8NZ,PE6 8NZ,52.675753,-0.28623706
LU7 9LS,LU7 9LS,51.929465,-0.58333361
B1 3EG,B1 3EG,52.485497,-1.9150318
WR1 2AN,WR1 2AN,52.191265,-2.2183588
ME7 1RB,ME7 1RB,51.393735,0.55548166
EH32 9JB,EH32 9JB,55.953152,-2.9780202
SW14 8AE,SW14 8AE,51.465668,-0.26663573
BS35 2AH,BS35 2AH,51.607715,-2.526343
LE3 8FU,LE3 8FU,52.645134,-1.1978965
CW9 8JB,CW9 8JB,53.234495,-2.5132045
DE12 8HY,DE12 8HY,52.749065,-1.6432205
CR3 6LN,CR3 6LN,51.285985,-0.078089241
LU4 9NR,LU4 9NR,51.904292,-0.4741734
YO18 8PW,YO18 8PW,54.275748,-0.78560906
MK40 4DS,MK40 4DS,52.138364,-0.48448256
SN15 3HR,SN15 3HR,51.458181,-2.1135695
LE16 8AN,LE16 8AN,52.476564,-0.91027894
CO4 5XQ,CO4 5XQ,51.920234,0.90915455
LA1 4ST,LA1 4ST,54.034285,-2.7952837
SW15 2BF,SW15 2BF,,
DY1 2AY,DY1 2AY,52.509374,-2.0966698
BS37 8UX,BS37 8UX,51.525889,-2.4206344
HA2 6PL,HA2 6PL,51.592254,-0.34646411
M40 0FL,M40 0FL,53.519192,-2.178215
SW15 2BF,SW15 2BF,,
AL3 6PQ,AL3 6PQ,51.770806,-0.32652588
NE5 3QN,NE5 3QN,54.993058,-1.6660599
EN6 1AG,EN6 1AG,51.696769,-0.19144526
SK4 3GN,SK4 3GN,53.406474,-2.2024269
SE18 6SW,SE18 6SW,51.492182,0.074281347
SW15 3PD,SW15 3PD,51.452624,-0.21181848
BR2 9GN,BR2 9GN,51.38781,0.038468892
WR1 1NT,WR1 1NT,52.197968,-2.2201766
B31 1PD,B31 1PD,52.418405,-1.9762831
FY5 2BQ,FY5 2BQ,53.879945,-3.035424
BA11 3BU,BA11 3BU,51.232551,-2.3283937
BR5 1PA,BR5 1PA,51.395108,0.076111399
SE14 5FA,SE14 5FA,,
BR1 5HX,BR1 5HX,51.430947,0.019384267
LE19 4QA,LE19 4QA,52.588936,-1.2177724
WV10 9LW,WV10 9LW,52.606345,-2.1190777
DY2 8BA,DY2 8BA,52.500953,-2.0668797
ML1 3TA,ML1 3TA,55.802744,-4.0087092
OX3 7JS,OX3 7JS,51.742593,-1.2017787
HP22 5GU,HP22 5GU,51.768988,-0.728361
B12 9DE,B12 9DE,52.461872,-1.8843605
WA10 6RP,WA10 6RP,53.458864,-2.7565491
S60 4DT,S60 4DT,53.408122,-1.3285745
FY8 4EE,FY8 4EE,53.739754,-2.9564698
SG18 9UR,SG18 9UR,52.059086,-0.27509063
B30 2YT,B30 2YT,52.431398,-1.9200627
HA8 7UU,HA8 7UU,51.609159,-0.27827536
SM1 3ND,SM1 3ND,51.377886,-0.1802173
BS22 7AA,BS22 7AA,51.360784,-2.9029399
TQ2 5EL,TQ2 5EL,50.461429,-3.5255324
SE18 6LF,SE18 6LF,51.491126,0.067909388
EN3 4SA,EN3 4SA,51.646918,-0.049449046
ME15 9YT,ME15 9YT,51.236379,0.56010231
CT1 2LE,CT1 2LE,51.277484,1.0828951
S66 9EY,S66 9EY,53.398631,-1.2545485
EC1A 2BN,EC1A 2BN,51.516947,-0.10473286
HU15 2HR,HU15 2HR,53.762549,-0.61353713
SW15 2BF,SW15 2BF,,
BN15 0NG,BN15 0NG,50.838243,-0.33448324
DA8 2BG,DA8 2BG,51.475424,0.18447781
BR5 2EH,BR5 2EH,51.392427,0.10689511
SE5 7DQ,SE5 7DQ,51.47539,-0.07967158
BD23 1RX,BD23 1RX,53.958693,-2.0297888
LU4 0HR,LU4 0HR,51.891576,-0.48309092
N1 7QX,N1 7QX,51.530289,-0.087930272
UB3 2DN,UB3 2DN,51.51848,-0.41071077
CB1 3TU,CB1 3TU,52.193423,0.15594948
SW15 2BF,SW15 2BF,,
ME9 8DZ,ME9 8DZ,51.349922,0.69018847
EN1 2JA,EN1 2JA,51.638328,-0.074371331
TQ5 8QP,TQ5 8QP,50.398624,-3.5167892
EH39 4RQ,EH39 4RQ,56.053194,-2.7389057
TN34 1QN,TN34 1QN,50.857494,0.58305747
NE13 7DS,NE13 7DS,55.047885,-1.6352883
SO32 2JL,SO32 2JL,50.921097,-1.1869184
N8 9PN,N8 9PN,51.581261,-0.11360503
W1B 3HH,W1B 3HH,51.517325,-0.1424081
PO20 2FP,PO20 2FP,50.852992,-0.71183267
SW19 1QT,SW19 1QT,51.418233,-0.20214435
NN5 7JY,NN5 7JY,52.253779,-0.92112237
CM20 1YS,CM20 1YS,51.770843,0.092165122
SE18 5RL,SE18 5RL,51.488996,0.058132986
NG18 3BG,NG18 3BG,53.14156,-1.1734332
CB2 1LA,CB2 1LA,52.19654,0.12939549
RG2 0TD,RG2 0TD,51.419764,-0.9744214
CH47 2EE,CH47 2EE,53.390441,-3.1799198
L15 5AN,L15 5AN,53.388866,-2.9171125
PE3 9ER,PE3 9ER,52.581353,-0.26420985
RG1 8AB,RG1 8AB,51.459486,-0.95961264
RM16 6GX,RM16 6GX,51.480896,0.29856304
LU7 4RZ,LU7 4RZ,51.907581,-0.6460815
MK40 3PL,MK40 3PL,52.136564,-0.46008336
WV11 1SR,WV11 1SR,52.599246,-2.083728
SE13 7QR,SE13 7QR,51.471986,-0.015666111
M23 9JW,M23 9JW,53.401903,-2.3058835
CF11 6SH,CF11 6SH,51.47218,-3.192204
SE2 9HR,SE2 9HR,51.490209,0.10429865
HU10 6BJ,HU10 6BJ,53.759365,-0.4490698
M6 6NA,M6 6NA,53.494041,-2.2853992
TN25 4GA,TN25 4GA,51.161167,0.85103569
CM3 5TQ,CM3 5TQ,51.644732,0.61837653
EH30 9HT,EH30 9HT,55.989405,-3.3954521
BA14 0QP,BA14 0QP,51.311456,-2.2152853
SL2 5AZ,SL2 5AZ,51.518436,-0.59318185
PR8 3JN,PR8 3JN,53.600755,-3.0415174
LE14 3QZ,LE14 3QZ,52.766435,-0.9261637
BT9 6RT,BT9 6RT,,
BN23 7BE,BN23 7BE,50.797441,0.31711269
EH7 4DR,EH7 4DR,55.962611,-3.1934588
WS12 0FA,WS12 0FA,52.708784,-1.9690677
SW17 7UB,SW17 7UB,51.439284,-0.16957651
CV3 2TX,CV3 2TX,52.402227,-1.44104
TW3 1QH,TW3 1QH,51.470359,-0.36016151
YO30 5PA,YO30 5PA,53.976812,-1.1099262
HA2 8RT,HA2 8RT,51.563013,-0.36713182
RH19 3SD,RH19 3SD,51.111413,0.03663991
B28 8AB,B28 8AB,52.436801,-1.8465485
W1T 6QW,W1T 6QW,51.523177,-0.14225646
YO26 6RB,YO26 6RB,53.976936,-1.1306446
YO10 4HW,YO10 4HW,53.937756,-1.0727967
ST6 5AA,ST6 5AA,53.058591,-2.2113841
M1 3BE,M1 3BE,53.480507,-2.2347393
WR3 8AG,WR3 8AG,52.207669,-2.2251709
N7 9DP,N7 9DP,51.548992,-0.12066619
FY4 2JW,FY4 2JW,53.78558,-3.0412339
DT4 9EU,DT4 9EU,,
HA3 0HQ,HA3 0HQ,51.584531,-0.31177029
CO9 3ER,CO9 3ER,51.98974,0.59834604
G33 4EP,G33 4EP,55.866183,-4.1481037
DE13 9RG,DE13 9RG,52.79569,-1.7384073
LU6 1TA,LU6 1TA,51.885422,-0.52382283
WN2 2LE,WN2 2LE,53.53637,-2.6072734
CF14 5LU,CF14 5LU,51.529148,-3.1873056
CR8 1BP,CR8 1BP,51.335064,-0.11102329
HG1 1PE,HG1 1PE,53.993183,-1.5420768
N13 5RY,N13 5RY,51.626405,-0.098715415
BN3 2PD,BN3 2PD,50.826474,-0.17077345
HA7 2PU,HA7 2PU,51.60806,-0.30967007
HA1 1BQ,HA1 1BQ,51.580228,-0.33917907
DL16 6LG,DL16 6LG,54.715329,-1.5993464
HP11 2DJ,HP11 2DJ,51.631239,-0.75388882
M1 3BE,M1 3BE,53.480507,-2.2347393
WF7 5NS,WF7 5NS,53.674137,-1.3613194
HA5 2EW,HA5 2EW,51.584998,-0.40563406
NR2 4DS,NR2 4DS,52.638858,1.2762289
NG5 6SY,NG5 6SY,52.999613,-1.1236805
B70 6AS,B70 6AS,52.510699,-1.9924713
N17 8NH,N17 8NH,51.600113,-0.071237756
SE2 0DY,SE2 0DY,51.482971,0.13653059
NR18 9AP,NR18 9AP,52.554666,1.0152646
ME14 2GZ,ME14 2GZ,51.28475,0.51435994
BN1 1UJ,BN1 1UJ,50.824496,-0.14005368
RH6 8AN,RH6 8AN,51.17371,-0.17303146
TN24 8ET,TN24 8ET,51.151608,0.87701785
ME7 5UJ,ME7 5UJ,51.38607,0.54444684
WV2 4DT,WV2 4DT,52.581677,-2.1270539
SG18 8GF,SG18 8GF,,
SE8 4RJ,SE8 4RJ,51.477479,-0.023593042
M25 1PY,M25 1PY,53.534977,-2.268852
NG10 1HP,NG10 1HP,52.899534,-1.2702751
CB8 7LG,CB8 7LG,52.282822,0.39255553
DE22 1BZ,DE22 1BZ,52.93968,-1.4825314
DE13 9DZ,DE13 9DZ,52.840345,-1.6493618
DE21 6BF,DE21 6BF,52.914481,-1.4292061
DE1 2HR,DE1 2HR,52.918784,-1.4752251
DE1 2RJ,DE1 2RJ,52.917977,-1.4656719
DE3 9GU,DE3 9GU,52.909715,-1.5292219
DE4 3FD,DE4 3FD,53.138986,-1.5529852
MK10 9PT,MK10 9PT,52.035808,-0.71113956
NR19 1GU,NR19 1GU,52.66844,0.94794978
EC1V 1AW,EC1V 1AW,,
SM4 6RW,SM4 6RW,51.388839,-0.18484202
WR14 1HT,WR14 1HT,52.125337,-2.3241848
BT81 7BN,BT81 7BN,,
PR7 1DH,PR7 1DH,53.666758,-2.6413542
SE15 5UE,SE15 5UE,51.475844,-0.06898185
SS9 3JP,SS9 3JP,51.547701,0.66311311
L19 3PY,L19 3PY,53.369158,-2.9130218
CM14 4DB,CM14 4DB,51.620193,0.30426749
LL30 1BG,LL30 1BG,53.321855,-3.8095495
DL3 8AZ,DL3 8AZ,54.523553,-1.5921249
CR0 1NG,CR0 1NG,51.368133,-0.099505628
S18 8XP,S18 8XP,53.301629,-1.5024623
WF15 8EX,WF15 8EX,53.709816,-1.7344279
WD3 1JE,WD3 1JE,51.636394,-0.46754493
EH17 8UP,EH17 8UP,55.89736,-3.1498902
SA14 8BR,SA14 8BR,51.703392,-4.1424052
MK10 7AN,MK10 7AN,52.044361,-0.68283891
WA14 3AL,WA14 3AL,53.3736,-2.3629168
EH54 7ET,EH54 7ET,55.887192,-3.5537482
B28 8AB,B28 8AB,52.436801,-1.8465485
N1 7GU,N1 7GU,,
S1 2JP,S1 2JP,53.378365,-1.4707676
TN2 5QR,TN2 5QR,51.1231,0.25723123
SP1 3SE,SP1 3SE,51.087301,-1.7971364
EH10 4BE,EH10 4BE,55.932319,-3.2093023
S71 2NS,S71 2NS,53.567548,-1.4433299
HP11 2QW,HP11 2QW,51.631897,-0.76337802
S13 9DQ,S13 9DQ,53.377445,-1.390929
CV3 2HH,CV3 2HH,52.400492,-1.4545986
W7 3TH,W7 3TH,51.50867,-0.34000989
N1 6TG,N1 6TG,51.532788,-0.086744201
CV21 3EB,CV21 3EB,52.37269,-1.2631369
SW15 5QL,SW15 5QL,51.464525,-0.23880747
WS1 2AJ,WS1 2AJ,52.588332,-1.9735209
N21 3NA,N21 3NA,51.632696,-0.099001482
WF10 5FN,WF10 5FN,53.713172,-1.3696225
N21 3NA,N21 3NA,51.632696,-0.099001482
SO14 6TB,SO14 6TB,50.919991,-1.4011751
W6 0XL,W6 0XL,51.497934,-0.24735997
WR9 0QH,WR9 0QH,52.285632,-2.172396
CB4 1XE,CB4 1XE,52.220219,0.13323664
WA10 2TF,WA10 2TF,53.454335,-2.7391052
NE3 2BR,NE3 2BR,55.021291,-1.6464155
TW16 7NH,TW16 7NH,51.423775,-0.42819454
KY3 9RW,KY3 9RW,56.062602,-3.1773863
HU16 5QL,HU16 5QL,53.784692,-0.41706515
HA1 4AF,HA1 4AF,51.575,-0.35108776
LS7 3QB,LS7 3QB,53.830797,-1.5390019
NN1 5EU,NN1 5EU,52.24013,-0.88230657
M20 6JZ,M20 6JZ,53.420449,-2.2188043
BT57 8SZ,BT57 8SZ,,
GU51 3AW,GU51 3AW,51.285686,-0.83430107
BT48 7EQ,BT48 7EQ,,
BT9 7EW,BT9 7EW,,
YO12 4DX,YO12 4DX,54.273208,-0.41710688
NE18 0PD,NE18 0PD,55.04254,-1.8806636
YO17 9RF,YO17 9RF,54.132583,-0.79772773
DE45 1AD,DE45 1AD,53.218738,-1.6724004
DH9 0AB,DH9 0AB,54.870012,-1.6980694
B10 0UN,B10 0UN,52.468835,-1.8557406
HA1 2BT,HA1 2BT,,
WA14 1RP,WA14 1RP,53.386045,-2.3522577
PR1 8BU,PR1 8BU,53.757345,-2.7032825
DE6 1BW,DE6 1BW,53.0151,-1.7334319
E13 8DX,E13 8DX,51.521808,0.016857009
CO2 9QD,CO2 9QD,51.866557,0.88738338
SN2 1JP,SN2 1JP,51.58176,-1.793632
RM15 5QE,RM15 5QE,51.503963,0.27319509
CR7 8AN,CR7 8AN,51.404866,-0.10822026
RG7 8NN,RG7 8NN,51.361963,-1.1633394
BL6 7AF,BL6 7AF,53.601229,-2.5500854
M17 1WD,M17 1WD,53.465961,-2.2930435
W1U 7GB,W1U 7GB,51.5192,-0.1558088
BN8 5AX,BN8 5AX,50.923972,0.019620751
BA1 3NG,BA1 3NG,51.392764,-2.3905661
IG1 4JG,IG1 4JG,51.562219,0.073701486
DE4 5AS,DE4 5AS,53.100935,-1.5117247
L12 6QX,L12 6QX,53.432795,-2.8799921
SY11 2NF,SY11 2NF,52.859658,-3.0544558
CR7 8AD,CR7 8AD,51.403222,-0.10499566
PE23 4EX,PE23 4EX,53.163979,0.021971095
SL3 7UG,SL3 7UG,,
WC2H 9JQ,WC2H 9JQ,51.514923,-0.1236542
RG22 4RZ,RG22 4RZ,51.226733,-1.134874
DE24 9GU,DE24 9GU,52.886919,-1.4800386
PR7 1NY,PR7 1NY,53.656191,-2.6557498
BT49 9DB,BT49 9DB,,
CR4 1RE,CR4 1RE,51.396559,-0.13419421
SW15 2BF,SW15 2BF,,
SW15 2BF,SW15 2BF,,
SE5 0XL,SE5 0XL,51.479959,-0.10628107
W12 7BW,W12 7BW,51.508631,-0.23209241
BT26 6EH,BT26 6EH,,
PL15 9DP,PL15 9DP,50.636763,-4.359911
NP10 8FY,NP10 8FY,51.558443,-3.0445951
CR8 3HA,CR8 3HA,51.337805,-0.14009829
IG11 9XE,IG11 9XE,51.53805,0.088738927
N1C 4BT,N1C 4BT,,
BS4 1HF,BS4 1HF,51.423552,-2.5831046
SE6 1EQ,SE6 1EQ,51.435731,-0.00686408
PO6 1NW,PO6 1NW,50.843542,-1.0353529
DA14 4DT,DA14 4DT,51.427285,0.10331953
DT1 1GY,DT1 1GY,50.710482,-2.4384718
MK41 7PH,MK41 7PH,52.151189,-0.47498479
N12 8NP,N12 8NP,51.611942,-0.17901796
SN1 2QF,SN1 2QF,51.570697,-1.7634398
WD6 2LS,WD6 2LS,51.654031,-0.2576231
RH12 3LT,RH12 3LT,51.06827,-0.36257941
SG5 1EH,SG5 1EH,51.948846,-0.28048779
NN18 8GP,NN18 8GP,52.475189,-0.67345859
N1 5HS,N1 5HS,51.533487,-0.082187473
NG21 0HS,NG21 0HS,53.117709,-1.0975693
EH25 9LA,EH25 9LA,55.857712,-3.1655733
NG15 9BD,NG15 9BD,53.085495,-1.1658478
TQ11 0DD,TQ11 0DD,50.48037,-3.7806424
SE22 9LF,SE22 9LF,51.453643,-0.073488403
SW11 4PR,SW11 4PR,51.473034,-0.1644677
BN18 9ND,BN18 9ND,50.908628,-0.53752267
SE13 6EG,SE13 6EG,51.451924,-0.004575645
LS6 2AD,LS6 2AD,53.820807,-1.5769502
NR5 9BP,NR5 9BP,52.637218,1.2242767
PE19 6GU,PE19 6GU,52.229631,-0.24489831
BT79 7SJ,BT79 7SJ,,
DY3 1JA,DY3 1JA,52.542768,-2.1195097
M20 2JB,M20 2JB,53.427359,-2.2477648
WA7 4UH,WA7 4UH,53.336313,-2.7461481
TN27 8NQ,TN27 8NQ,51.152327,0.69709588
LL30 2RA,LL30 2RA,53.321568,-3.8271792
EC1V 2NX,EC1V 2NX,51.527269,-0.089123626
N1 5EW,N1 5EW,51.537265,-0.07895726
SE13 5NS,SE13 5NS,51.461696,-0.006553516
BT74 6EL,BT74 6EL,,
BN15 0DP,BN15 0DP,50.834961,-0.33890318
HA2 8TU,HA2 8TU,51.557758,-0.36424737
SW15 1BL,SW15 1BL,51.465695,-0.2310889
NP13 1TP,NP13 1TP,51.735906,-3.1444791
SS4 3HX,SS4 3HX,51.608857,0.68993269
TW1 1JR,TW1 1JR,51.455003,-0.32413837
WD3 3EG,WD3 3EG,51.648158,-0.43836985
LA12 7DZ,LA12 7DZ,54.196723,-3.0960894
W2 2UT,W2 2UT,51.515748,-0.1649995
E6 3SL,E6 3SL,51.52096,0.049151972
SW17 8LQ,SW17 8LQ,51.426731,-0.15813884
EN3 4LL,EN3 4LL,51.643299,-0.0410913
S4 8LA,S4 8LA,53.40476,-1.4537441
RG9 4QG,RG9 4QG,51.540312,-0.96353878
EX23 8FX,EX23 8FX,,
TR13 0SR,TR13 0SR,50.098754,-5.2796882
EX4 6SG,EX4 6SG,50.729414,-3.5195993
TQ11 0DZ,TQ11 0DZ,50.483308,-3.7702512
TQ1 3PT,TQ1 3PT,50.477116,-3.5212878
EX2 8PF,EX2 8PF,50.69743,-3.5260274
TQ2 7DS,TQ2 7DS,50.490309,-3.5479054
TQ1 3NX,TQ1 3NX,50.477472,-3.5146328
EX17 3DU,EX17 3DU,50.790557,-3.6576737
EX14 1SQ,EX14 1SQ,50.792145,-3.2069512
GL50 1QB,GL50 1QB,51.897628,-2.076949
EX39 3AQ,EX39 3AQ,51.016876,-4.214496
TQ12 2RJ,TQ12 2RJ,50.530818,-3.6126836
PL4 8QE,PL4 8QE,50.377108,-4.1280414
TQ6 0BA,TQ6 0BA,50.35064,-3.5677461
EX2 4HE,EX2 4HE,50.718916,-3.5239062
BS49 4FH,BS49 4FH,51.385669,-2.8075205
EX4 6NN,EX4 6NN,50.726376,-3.525636
TA1 1RZ,TA1 1RZ,51.015403,-3.1019839
NE1 4JE,NE1 4JE,54.9727,-1.6215506
RM3 8FF,RM3 8FF,51.603263,0.21296385
SE6 3BH,SE6 3BH,51.43788,-0.021705819
NR5 9HY,NR5 9HY,52.630514,1.216467
E1 0AZ,E1 0AZ,51.512534,-0.054330186
LE4 9UE,LE4 9UE,52.65144,-1.1006779
BR6 0UQ,BR6 0UQ,51.384466,0.1035113
BH23 1EU,BH23 1EU,50.736063,-1.7615145
GU22 7TQ,GU22 7TQ,51.312106,-0.56466337
NR9 5EW,NR9 5EW,52.653971,1.1622893
PO5 1LH,PO5 1LH,50.790031,-1.0862515
KT3 6RG,KT3 6RG,51.393172,-0.25161074
B43 5LG,B43 5LG,52.5395,-1.9486032
NW10 0RX,NW10 0RX,51.544878,-0.27000181
N1 7EU,N1 7EU,51.532484,-0.096272947
IP29 4WA,IP29 4WA,,
CV2 2QF,CV2 2QF,52.427536,-1.4374846
RG30 2QH,RG30 2QH,51.457497,-1.0103653
HA9 8DP,HA9 8DP,51.556082,-0.28652651
EN8 8TU,EN8 8TU,51.695752,-0.02872684
NG10 1HP,NG10 1HP,52.899534,-1.2702751
HA0 2HQ,HA0 2HQ,51.550797,-0.31398575
CH47 3BN,CH47 3BN,53.3963,-3.1727428
SE9 5LP,SE9 5LP,51.452065,0.030679055
S40 3AZ,S40 3AZ,53.230403,-1.4614027
NW4 2SG,NW4 2SG,51.587781,-0.21422526
IP7 6RH,IP7 6RH,52.05292,0.96521088
M24 2LX,M24 2LX,53.554351,-2.1865441
CM14 4HB,CM14 4HB,51.618004,0.30583234
HA1 1BQ,HA1 1BQ,51.580228,-0.33917907
N9 9EQ,N9 9EQ,51.633004,-0.068325475
L20 7DA,L20 7DA,53.444042,-2.9889431
WR6 5HP,WR6 5HP,52.170758,-2.3551772
SL2 1SS,SL2 1SS,51.527578,-0.62475908
TN31 7LJ,TN31 7LJ,50.953104,0.73539461
MK40 3JG,MK40 3JG,52.138795,-0.46292894
WS13 6QZ,WS13 6QZ,52.682222,-1.8321418
WV6 8AW,WV6 8AW,52.587127,-2.1806779
SS8 9RB,SS8 9RB,51.532365,0.5750357
SW19 1EG,SW19 1EG,51.417994,-0.19247467
HD1 2PT,HD1 2PT,53.646588,-1.7805248
B32 1RJ,B32 1RJ,52.455734,-2.0028993
SW12 8AB,SW12 8AB,51.44944,-0.15034576
W1T 6QW,W1T 6QW,51.523177,-0.14225646
KA30 8TL,KA30 8TL,55.807832,-4.8545485
KT9 1SG,KT9 1SG,51.369253,-0.28944393
N1 7GU,N1 7GU,,
SW17 7ED,SW17 7ED,51.444369,-0.16581879
HA6 1DU,HA6 1DU,51.606223,-0.41923059
CV1 3DX,CV1 3DX,52.404826,-1.5188101
BT3 9LE,BT3 9LE,,
W1G 9TH,W1G 9TH,51.519107,-0.14931192
WV3 9EH,WV3 9EH,52.58031,-2.1702162
B90 2EY,B90 2EY,52.413155,-1.8379564
UB2 5JJ,UB2 5JJ,51.497067,-0.39338988
CH60 0EE,CH60 0EE,53.325222,-3.0933786
SM1 2NB,SM1 2NB,51.373011,-0.20700545
S21 3WN,S21 3WN,53.297875,-1.3271082
NR8 5DE,NR8 5DE,,
B64 5JD,B64 5JD,52.476272,-2.0718626
OX3 9PR,OX3 9PR,51.766066,-1.1986261
M24 6DP,M24 6DP,53.555261,-2.1966314
M20 2UD,M20 2UD,53.415201,-2.2459488
RH10 1HT,RH10 1HT,51.113289,-0.18943104
ME12 3BF,ME12 3BF,51.414656,0.79787678
SA10 8BE,SA10 8BE,51.672456,-3.7985096
BN41 2BG,BN41 2BG,50.84345,-0.21285087
W2 2UT,W2 2UT,51.515748,-0.1649995
NW1 7JL,NW1 7JL,51.536215,-0.14045676
S8 0RX,S8 0RX,53.346787,-1.4788494
DL1 5SF,DL1 5SF,54.522166,-1.5553385
NE23 1WD,NE23 1WD,55.097578,-1.6036993
PR2 2JU,PR2 2JU,53.769402,-2.7281382
E1 1FH,E1 1FH,,
CF64 4DG,CF64 4DG,51.432996,-3.2207031
E14 4HD,E14 4HD,51.506577,-0.026095177
E1 1FH,E1 1FH,,
B3 1RB,B3 1RB,52.485606,-1.9047528
E1 1FH,E1 1FH,,
SW3 5HW,SW3 5HW,51.48425,-0.17036901
SW13 9NU,SW13 9NU,51.478596,-0.24527876
E1 1FH,E1 1FH,,
E1 1FH,E1 1FH,,
KT22 0HA,KT22 0HA,51.325862,-0.3564936
TQ12 6BQ,TQ12 6BQ,50.519777,-3.6388983
E1 1FH,E1 1FH,,
E1 1FH,E1 1FH,,
TQ1 2JJ,TQ1 2JJ,50.464776,-3.4963747
M40 2BL,M40 2BL,53.50297,-2.18867
SG1 1LR,SG1 1LR,51.903969,-0.19470595
RG1 5NR,RG1 5NR,51.450641,-0.94893393
W4 4PH,W4 4PH,51.491845,-0.2617681
B6 7DG,B6 7DG,52.510898,-1.878751
E16 1FG,E16 1FG,51.512046,0.012448086
M22 4BJ,M22 4BJ,53.398939,-2.267602
BS1 4QA,BS1 4QA,51.449691,-2.59731
M34 3QS,M34 3QS,53.454002,-2.1265608
SW1Y 5JG,SW1Y 5JG,51.506064,-0.13654026
B15 2SQ,B15 2SQ,52.454008,-1.9336631
YO7 1EF,YO7 1EF,54.235924,-1.328193
CM3 3FE,CM3 3FE,51.814228,0.49096255
